Flight ID,Flight Date,Airline,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Time,Actual Departure Time,Departure Delay (Minutes),Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes),Passenger Count,Terminal,Gate Number,Flight Status
735950,1/13/2024,Lufthansa,LU807,DFW,CDG,1/13/2024 15:00,1/13/2024 15:10,58,1/13/2024 19:00,1/13/2024 19:15,114,332,Terminal 3,G20,Cancelled
166470,1/13/2024,Lufthansa,LU905,LAX,HND,1/13/2024 16:00,1/13/2024 16:10,9,1/13/2024 20:00,1/13/2024 20:15,153,112,Terminal 4,G48,Delayed
658095,1/13/2024,Lufthansa,EM732,LAX,LHR,1/13/2024 17:00,1/13/2024 17:10,6,1/13/2024 21:00,1/13/2024 21:15,79,353,Terminal 4,G35,Delayed
144721,1/13/2024,American Airlines,UN489,ATL,CDG,1/13/2024 18:00,1/13/2024 18:10,79,1/13/2024 22:00,1/13/2024 22:15,56,160,Terminal 1,G40,On Time
284785,1/13/2024,Delta,LU271,JFK,DXB,1/13/2024 19:00,1/13/2024 19:10,85,1/13/2024 23:00,1/13/2024 23:15,70,396,Terminal 4,G20,Cancelled
344610,1/13/2024,United Airlines,LU823,ORD,LHR,1/13/2024 20:00,1/13/2024 20:10,10,1/14/2024 0:00,1/14/2024 0:15,56,347,Terminal 1,G18,Delayed
667379,1/13/2024,American Airlines,LU294,LAX,CDG,1/13/2024 21:00,1/13/2024 21:10,24,1/14/2024 1:00,1/14/2024 1:15,30,373,Terminal 2,G50,Delayed
408319,1/13/2024,American Airlines,AM678,DFW,CDG,1/13/2024 22:00,1/13/2024 22:10,73,1/14/2024 2:00,1/14/2024 2:15,57,378,Terminal 1,G6,Delayed
683488,1/13/2024,Emirates,LU618,JFK,CDG,1/13/2024 23:00,1/13/2024 23:10,80,1/14/2024 3:00,1/14/2024 3:15,40,124,Terminal 5,G13,Delayed
562311,1/13/2024,Lufthansa,DE141,DFW,LHR,1/14/2024 0:00,1/14/2024 0:10,21,1/14/2024 4:00,1/14/2024 4:15,163,294,Terminal 5,G40,On Time
530565,1/13/2024,United Airlines,LU215,ATL,HND,1/14/2024 1:00,1/14/2024 1:10,29,1/14/2024 5:00,1/14/2024 5:15,77,91,Terminal 5,G50,Delayed
188351,1/13/2024,American Airlines,DE730,DFW,SYD,1/14/2024 2:00,1/14/2024 2:10,30,1/14/2024 6:00,1/14/2024 6:15,108,339,Terminal 2,G37,On Time
923022,1/13/2024,American Airlines,EM611,DFW,SYD,1/14/2024 3:00,1/14/2024 3:10,56,1/14/2024 7:00,1/14/2024 7:15,26,98,Terminal 5,G37,Cancelled
770039,1/13/2024,Emirates,EM148,JFK,SYD,1/14/2024 4:00,1/14/2024 4:10,-4,1/14/2024 8:00,1/14/2024 8:15,44,309,Terminal 1,G24,Delayed
418482,1/13/2024,Lufthansa,EM750,ORD,DXB,1/14/2024 5:00,1/14/2024 5:10,107,1/14/2024 9:00,1/14/2024 9:15,56,353,Terminal 4,G42,On Time
418411,1/14/2024,Lufthansa,AM231,JFK,CDG,1/14/2024 6:00,1/14/2024 6:10,7,1/14/2024 10:00,1/14/2024 10:15,56,344,Terminal 4,G6,Cancelled
367404,1/14/2024,United Airlines,DE197,DFW,DXB,1/14/2024 7:00,1/14/2024 7:10,56,1/14/2024 11:00,1/14/2024 11:15,171,162,Terminal 4,G29,Cancelled
334731,1/14/2024,Lufthansa,DE247,JFK,HND,1/14/2024 8:00,1/14/2024 8:10,93,1/14/2024 12:00,1/14/2024 12:15,158,336,Terminal 1,G26,Delayed
867471,1/14/2024,Lufthansa,LU934,DFW,CDG,1/14/2024 9:00,1/14/2024 9:10,25,1/14/2024 13:00,1/14/2024 13:15,56,104,Terminal 4,G37,On Time
850886,1/14/2024,Delta,DE849,DFW,SYD,1/14/2024 10:00,1/14/2024 10:10,60,1/14/2024 14:00,1/14/2024 14:15,129,362,Terminal 1,G39,Cancelled
988379,1/14/2024,Lufthansa,EM245,JFK,CDG,1/14/2024 11:00,1/14/2024 11:10,99,1/14/2024 15:00,1/14/2024 15:15,103,323,Terminal 1,G13,Delayed
335503,1/14/2024,Delta,AM816,DFW,LHR,1/14/2024 12:00,1/14/2024 12:10,0,1/14/2024 16:00,1/14/2024 16:15,113,294,Terminal 2,G14,Delayed
802153,1/14/2024,Lufthansa,EM683,DFW,CDG,1/14/2024 13:00,1/14/2024 13:10,87,1/14/2024 17:00,1/14/2024 17:15,127,359,Terminal 2,G4,Delayed
808681,1/14/2024,Lufthansa,AM341,DFW,LHR,1/14/2024 14:00,1/14/2024 14:10,56,1/14/2024 18:00,1/14/2024 18:15,40,115,Terminal 4,G16,Delayed
905569,1/14/2024,Delta,AM315,JFK,CDG,1/14/2024 15:00,1/14/2024 15:10,17,1/14/2024 19:00,1/14/2024 19:15,120,99,Terminal 5,G36,Delayed
562597,1/14/2024,Emirates,UN187,ATL,DXB,1/14/2024 16:00,1/14/2024 16:10,56,1/14/2024 20:00,1/14/2024 20:15,122,261,Terminal 4,G6,Delayed
343109,1/14/2024,United Airlines,EM337,JFK,SYD,1/14/2024 17:00,1/14/2024 17:10,56,1/14/2024 21:00,1/14/2024 21:15,152,220,Terminal 2,G21,Cancelled
496091,1/14/2024,United Airlines,AM214,DFW,SYD,1/14/2024 18:00,1/14/2024 18:10,13,1/14/2024 22:00,1/14/2024 22:15,56,51,Terminal 3,G28,Cancelled
908595,1/14/2024,Emirates,LU176,LAX,LHR,1/14/2024 19:00,1/14/2024 19:10,56,1/14/2024 23:00,1/14/2024 23:15,71,99,Terminal 3,G38,On Time
775393,1/14/2024,Lufthansa,LU515,LAX,DXB,1/14/2024 20:00,1/14/2024 20:10,56,1/15/2024 0:00,1/15/2024 0:15,53,318,Terminal 3,G21,Delayed
777331,1/14/2024,United Airlines,UN780,ORD,CDG,1/14/2024 21:00,1/14/2024 21:10,32,1/15/2024 1:00,1/15/2024 1:15,56,87,Terminal 2,G38,On Time
138792,1/14/2024,American Airlines,LU414,LAX,CDG,1/14/2024 22:00,1/14/2024 22:10,86,1/15/2024 2:00,1/15/2024 2:15,93,288,Terminal 4,G3,Cancelled
750620,1/14/2024,Emirates,EM998,ORD,SYD,1/14/2024 23:00,1/14/2024 23:10,35,1/15/2024 3:00,1/15/2024 3:15,109,235,Terminal 5,G31,On Time
986778,1/14/2024,Lufthansa,LU696,LAX,SYD,1/15/2024 0:00,1/15/2024 0:10,56,1/15/2024 4:00,1/15/2024 4:15,106,283,Terminal 3,G1,Cancelled
164945,1/14/2024,United Airlines,LU140,ATL,SYD,1/15/2024 1:00,1/15/2024 1:10,94,1/15/2024 5:00,1/15/2024 5:15,56,265,Terminal 2,G23,Delayed
636965,1/14/2024,Emirates,LU217,ATL,DXB,1/15/2024 2:00,1/15/2024 2:10,66,1/15/2024 6:00,1/15/2024 6:15,156,54,Terminal 1,G48,Delayed
445283,1/14/2024,American Airlines,DE718,ATL,LHR,1/15/2024 3:00,1/15/2024 3:10,56,1/15/2024 7:00,1/15/2024 7:15,56,102,Terminal 1,G43,On Time
559650,1/14/2024,American Airlines,UN926,LAX,SYD,1/15/2024 4:00,1/15/2024 4:10,70,1/15/2024 8:00,1/15/2024 8:15,150,311,Terminal 2,G44,Delayed
455939,1/14/2024,Emirates,UN438,LAX,SYD,1/15/2024 5:00,1/15/2024 5:10,9,1/15/2024 9:00,1/15/2024 9:15,161,66,Terminal 5,G49,On Time
333543,1/15/2024,American Airlines,DE910,ORD,HND,1/15/2024 6:00,1/15/2024 6:10,-1,1/15/2024 10:00,1/15/2024 10:15,151,316,Terminal 5,G28,On Time
915701,1/15/2024,United Airlines,DE220,ATL,HND,1/15/2024 7:00,1/15/2024 7:10,119,1/15/2024 11:00,1/15/2024 11:15,158,270,Terminal 4,G39,Cancelled
874016,1/15/2024,United Airlines,EM605,DFW,SYD,1/15/2024 8:00,1/15/2024 8:10,56,1/15/2024 12:00,1/15/2024 12:15,56,275,Terminal 5,G24,On Time
590570,1/15/2024,Delta,UN564,ATL,CDG,1/15/2024 9:00,1/15/2024 9:10,74,1/15/2024 13:00,1/15/2024 13:15,121,400,Terminal 1,G46,Cancelled
732134,1/15/2024,Delta,AM345,LAX,LHR,1/15/2024 10:00,1/15/2024 10:10,-4,1/15/2024 14:00,1/15/2024 14:15,56,213,Terminal 4,G5,Delayed
420822,1/15/2024,United Airlines,UN161,ORD,LHR,1/15/2024 11:00,1/15/2024 11:10,105,1/15/2024 15:00,1/15/2024 15:15,147,114,Terminal 3,G1,Delayed
564296,1/15/2024,American Airlines,AM606,ORD,HND,1/15/2024 12:00,1/15/2024 12:10,60,1/15/2024 16:00,1/15/2024 16:15,60,114,Terminal 4,G28,Delayed
511404,1/15/2024,Emirates,DE429,LAX,LHR,1/15/2024 13:00,1/15/2024 13:10,12,1/15/2024 17:00,1/15/2024 17:15,77,260,Terminal 3,G14,Delayed
890368,1/15/2024,Delta,EM628,LAX,SYD,1/15/2024 14:00,1/15/2024 14:10,7,1/15/2024 18:00,1/15/2024 18:15,62,117,Terminal 5,G27,On Time
326569,1/15/2024,American Airlines,LU110,ORD,CDG,1/15/2024 15:00,1/15/2024 15:10,85,1/15/2024 19:00,1/15/2024 19:15,99,206,Terminal 3,G8,Cancelled
209773,1/15/2024,Lufthansa,AM511,LAX,LHR,1/15/2024 16:00,1/15/2024 16:10,56,1/15/2024 20:00,1/15/2024 20:15,113,355,Terminal 5,G42,Cancelled
654306,1/15/2024,American Airlines,EM233,LAX,HND,1/15/2024 17:00,1/15/2024 17:10,78,1/15/2024 21:00,1/15/2024 21:15,25,94,Terminal 1,G5,On Time
850074,1/15/2024,Emirates,AM512,LAX,CDG,1/15/2024 18:00,1/15/2024 18:10,23,1/15/2024 22:00,1/15/2024 22:15,157,220,Terminal 5,G9,Delayed
328397,1/15/2024,Emirates,AM841,JFK,LHR,1/15/2024 19:00,1/15/2024 19:10,95,1/15/2024 23:00,1/15/2024 23:15,83,115,Terminal 4,G34,On Time
785689,1/15/2024,Emirates,EM447,ATL,SYD,1/15/2024 20:00,1/15/2024 20:10,56,1/16/2024 0:00,1/16/2024 0:15,56,315,Terminal 5,G32,Delayed
367310,1/15/2024,American Airlines,UN650,ATL,DXB,1/15/2024 21:00,1/15/2024 21:10,81,1/16/2024 1:00,1/16/2024 1:15,56,364,Terminal 3,G19,On Time
288451,1/15/2024,Emirates,EM828,LAX,DXB,1/15/2024 22:00,1/15/2024 22:10,27,1/16/2024 2:00,1/16/2024 2:15,143,165,Terminal 5,G3,Cancelled
844992,1/15/2024,Lufthansa,LU858,LAX,CDG,1/15/2024 23:00,1/15/2024 23:10,56,1/16/2024 3:00,1/16/2024 3:15,39,136,Terminal 5,G46,Delayed
700232,1/15/2024,Delta,UN971,ATL,SYD,1/16/2024 0:00,1/16/2024 0:10,111,1/16/2024 4:00,1/16/2024 4:15,113,311,Terminal 4,G33,On Time
116816,1/15/2024,Delta,AM556,JFK,LHR,1/16/2024 1:00,1/16/2024 1:10,56,1/16/2024 5:00,1/16/2024 5:15,32,104,Terminal 3,G42,Delayed
113661,1/15/2024,Emirates,DE931,JFK,CDG,1/16/2024 2:00,1/16/2024 2:10,80,1/16/2024 6:00,1/16/2024 6:15,39,256,Terminal 5,G8,Cancelled
266144,1/15/2024,Emirates,EM572,ORD,LHR,1/16/2024 3:00,1/16/2024 3:10,16,1/16/2024 7:00,1/16/2024 7:15,91,273,Terminal 2,G5,Delayed
399379,1/15/2024,United Airlines,UN608,DFW,CDG,1/16/2024 4:00,1/16/2024 4:10,98,1/16/2024 8:00,1/16/2024 8:15,77,222,Terminal 2,G30,On Time
722475,1/15/2024,American Airlines,EM985,DFW,LHR,1/16/2024 5:00,1/16/2024 5:10,58,1/16/2024 9:00,1/16/2024 9:15,131,91,Terminal 1,G13,On Time
274000,1/16/2024,American Airlines,DE631,LAX,LHR,1/16/2024 6:00,1/16/2024 6:10,26,1/16/2024 10:00,1/16/2024 10:15,27,299,Terminal 2,G2,Delayed
773480,1/16/2024,Delta,DE465,LAX,SYD,1/16/2024 7:00,1/16/2024 7:10,61,1/16/2024 11:00,1/16/2024 11:15,73,300,Terminal 5,G44,On Time
610868,1/16/2024,United Airlines,LU742,DFW,LHR,1/16/2024 8:00,1/16/2024 8:10,56,1/16/2024 12:00,1/16/2024 12:15,69,152,Terminal 2,G25,Cancelled
663315,1/16/2024,Delta,DE169,ORD,HND,1/16/2024 9:00,1/16/2024 9:10,15,1/16/2024 13:00,1/16/2024 13:15,171,89,Terminal 2,G37,Delayed
934846,1/16/2024,United Airlines,LU641,ATL,DXB,1/16/2024 10:00,1/16/2024 10:10,1,1/16/2024 14:00,1/16/2024 14:15,155,155,Terminal 4,G39,On Time
458500,1/16/2024,Emirates,EM747,ATL,HND,1/16/2024 11:00,1/16/2024 11:10,56,1/16/2024 15:00,1/16/2024 15:15,10,92,Terminal 5,G15,Cancelled
264699,1/16/2024,Delta,EM385,JFK,DXB,1/16/2024 12:00,1/16/2024 12:10,104,1/16/2024 16:00,1/16/2024 16:15,56,364,Terminal 4,G34,Cancelled
988090,1/16/2024,Lufthansa,DE161,JFK,DXB,1/16/2024 13:00,1/16/2024 13:10,56,1/16/2024 17:00,1/16/2024 17:15,179,285,Terminal 5,G10,Delayed
312507,1/16/2024,Delta,AM850,ORD,LHR,1/16/2024 14:00,1/16/2024 14:10,83,1/16/2024 18:00,1/16/2024 18:15,56,198,Terminal 4,G5,Delayed
409752,1/16/2024,United Airlines,LU945,ATL,HND,1/16/2024 15:00,1/16/2024 15:10,48,1/16/2024 19:00,1/16/2024 19:15,71,341,Terminal 1,G18,Cancelled
518900,1/16/2024,Delta,EM892,JFK,DXB,1/16/2024 16:00,1/16/2024 16:10,31,1/16/2024 20:00,1/16/2024 20:15,101,175,Terminal 2,G21,On Time
859635,1/16/2024,Lufthansa,UN716,ORD,CDG,1/16/2024 17:00,1/16/2024 17:10,5,1/16/2024 21:00,1/16/2024 21:15,139,109,Terminal 4,G9,Delayed
790469,1/16/2024,Delta,EM274,JFK,LHR,1/16/2024 18:00,1/16/2024 18:10,56,1/16/2024 22:00,1/16/2024 22:15,46,172,Terminal 3,G35,Delayed
182231,1/16/2024,Lufthansa,EM414,DFW,DXB,1/16/2024 19:00,1/16/2024 19:10,-4,1/16/2024 23:00,1/16/2024 23:15,136,216,Terminal 3,G29,Delayed
432760,1/16/2024,Lufthansa,AM552,ORD,HND,1/16/2024 20:00,1/16/2024 20:10,48,1/17/2024 0:00,1/17/2024 0:15,56,120,Terminal 4,G34,On Time
172762,1/16/2024,Lufthansa,UN945,LAX,LHR,1/16/2024 21:00,1/16/2024 21:10,56,1/17/2024 1:00,1/17/2024 1:15,29,300,Terminal 5,G38,On Time
927843,1/16/2024,Lufthansa,AM515,ATL,LHR,1/16/2024 22:00,1/16/2024 22:10,115,1/17/2024 2:00,1/17/2024 2:15,73,396,Terminal 3,G39,Delayed
267404,1/16/2024,United Airlines,LU538,DFW,DXB,1/16/2024 23:00,1/16/2024 23:10,56,1/17/2024 3:00,1/17/2024 3:15,80,268,Terminal 3,G49,Cancelled
216771,1/16/2024,American Airlines,DE393,ATL,HND,1/17/2024 0:00,1/17/2024 0:10,56,1/17/2024 4:00,1/17/2024 4:15,50,143,Terminal 3,G38,Delayed
892192,1/16/2024,Delta,EM651,JFK,CDG,1/17/2024 1:00,1/17/2024 1:10,56,1/17/2024 5:00,1/17/2024 5:15,101,226,Terminal 4,G37,On Time
953808,1/16/2024,American Airlines,LU904,LAX,LHR,1/17/2024 2:00,1/17/2024 2:10,79,1/17/2024 6:00,1/17/2024 6:15,36,225,Terminal 4,G26,On Time
547216,1/16/2024,Delta,LU219,LAX,LHR,1/17/2024 3:00,1/17/2024 3:10,31,1/17/2024 7:00,1/17/2024 7:15,129,365,Terminal 3,G9,On Time
615835,1/16/2024,Lufthansa,DE651,DFW,LHR,1/17/2024 4:00,1/17/2024 4:10,76,1/17/2024 8:00,1/17/2024 8:15,101,176,Terminal 2,G33,Delayed
522829,1/16/2024,Emirates,UN177,ORD,CDG,1/17/2024 5:00,1/17/2024 5:10,99,1/17/2024 9:00,1/17/2024 9:15,118,301,Terminal 1,G37,Delayed
870859,1/17/2024,Emirates,LU169,ORD,SYD,1/17/2024 6:00,1/17/2024 6:10,14,1/17/2024 10:00,1/17/2024 10:15,72,266,Terminal 5,G16,Cancelled
104749,1/17/2024,American Airlines,UN272,JFK,CDG,1/17/2024 7:00,1/17/2024 7:10,11,1/17/2024 11:00,1/17/2024 11:15,157,387,Terminal 2,G1,On Time
960467,1/17/2024,United Airlines,LU834,ATL,SYD,1/17/2024 8:00,1/17/2024 8:10,56,1/17/2024 12:00,1/17/2024 12:15,56,239,Terminal 3,G50,Delayed
648448,1/17/2024,American Airlines,LU760,ORD,DXB,1/17/2024 9:00,1/17/2024 9:10,108,1/17/2024 13:00,1/17/2024 13:15,56,82,Terminal 4,G42,Delayed
738092,1/17/2024,American Airlines,AM402,ATL,HND,1/17/2024 10:00,1/17/2024 10:10,0,1/17/2024 14:00,1/17/2024 14:15,51,97,Terminal 3,G12,Cancelled
528760,1/17/2024,Lufthansa,LU574,LAX,HND,1/17/2024 11:00,1/17/2024 11:10,7,1/17/2024 15:00,1/17/2024 15:15,152,315,Terminal 2,G36,On Time
146372,1/17/2024,Emirates,EM702,DFW,LHR,1/17/2024 12:00,1/17/2024 12:10,56,1/17/2024 16:00,1/17/2024 16:15,23,115,Terminal 1,G19,Delayed
192929,1/17/2024,American Airlines,LU548,ORD,CDG,1/17/2024 13:00,1/17/2024 13:10,113,1/17/2024 17:00,1/17/2024 17:15,157,214,Terminal 5,G4,Cancelled
120690,1/17/2024,Emirates,UN858,ORD,CDG,1/17/2024 14:00,1/17/2024 14:10,64,1/17/2024 18:00,1/17/2024 18:15,96,273,Terminal 1,G24,Delayed
496460,1/17/2024,Emirates,EM483,ATL,CDG,1/17/2024 15:00,1/17/2024 15:10,120,1/17/2024 19:00,1/17/2024 19:15,56,267,Terminal 2,G10,On Time
547949,1/17/2024,Delta,AM573,ORD,DXB,1/17/2024 16:00,1/17/2024 16:10,100,1/17/2024 20:00,1/17/2024 20:15,88,370,Terminal 2,G5,Delayed
432757,1/17/2024,American Airlines,AM808,JFK,DXB,1/17/2024 17:00,1/17/2024 17:10,-2,1/17/2024 21:00,1/17/2024 21:15,118,222,Terminal 2,G33,Delayed
630238,1/17/2024,Emirates,AM757,JFK,SYD,1/17/2024 18:00,1/17/2024 18:10,99,1/17/2024 22:00,1/17/2024 22:15,20,106,Terminal 2,G23,On Time
751881,1/17/2024,American Airlines,DE755,DFW,HND,1/17/2024 19:00,1/17/2024 19:10,102,1/17/2024 23:00,1/17/2024 23:15,17,246,Terminal 3,G4,On Time
567433,1/17/2024,American Airlines,UN949,JFK,DXB,1/17/2024 20:00,1/17/2024 20:10,31,1/18/2024 0:00,1/18/2024 0:15,56,159,Terminal 4,G21,Delayed
626424,1/17/2024,American Airlines,UN207,LAX,HND,1/17/2024 21:00,1/17/2024 21:10,69,1/18/2024 1:00,1/18/2024 1:15,56,355,Terminal 3,G25,Delayed
810592,1/17/2024,Delta,EM525,LAX,LHR,1/17/2024 22:00,1/17/2024 22:10,27,1/18/2024 2:00,1/18/2024 2:15,130,106,Terminal 1,G4,Cancelled
267840,1/17/2024,Delta,LU434,JFK,CDG,1/17/2024 23:00,1/17/2024 23:10,80,1/18/2024 3:00,1/18/2024 3:15,56,283,Terminal 3,G36,Delayed
839960,1/17/2024,Delta,EM223,ORD,HND,1/18/2024 0:00,1/18/2024 0:10,69,1/18/2024 4:00,1/18/2024 4:15,34,136,Terminal 1,G13,On Time
425513,1/17/2024,American Airlines,AM910,LAX,SYD,1/18/2024 1:00,1/18/2024 1:10,71,1/18/2024 5:00,1/18/2024 5:15,85,290,Terminal 2,G48,Cancelled
235722,1/17/2024,Emirates,EM383,LAX,CDG,1/18/2024 2:00,1/18/2024 2:10,40,1/18/2024 6:00,1/18/2024 6:15,64,98,Terminal 2,G7,Cancelled
870753,1/17/2024,Emirates,EM451,DFW,SYD,1/18/2024 3:00,1/18/2024 3:10,102,1/18/2024 7:00,1/18/2024 7:15,56,218,Terminal 4,G37,On Time
487469,1/17/2024,Lufthansa,LU711,JFK,CDG,1/18/2024 4:00,1/18/2024 4:10,56,1/18/2024 8:00,1/18/2024 8:15,56,178,Terminal 4,G7,On Time
988701,1/17/2024,Lufthansa,LU752,DFW,CDG,1/18/2024 5:00,1/18/2024 5:10,2,1/18/2024 9:00,1/18/2024 9:15,113,323,Terminal 3,G10,Delayed
542021,1/18/2024,Emirates,DE841,JFK,SYD,1/18/2024 6:00,1/18/2024 6:10,27,1/18/2024 10:00,1/18/2024 10:15,98,149,Terminal 2,G42,On Time
478046,1/18/2024,United Airlines,LU715,DFW,HND,1/18/2024 7:00,1/18/2024 7:10,34,1/18/2024 11:00,1/18/2024 11:15,142,261,Terminal 3,G27,Cancelled
679196,1/18/2024,Delta,DE587,ATL,CDG,1/18/2024 8:00,1/18/2024 8:10,81,1/18/2024 12:00,1/18/2024 12:15,91,138,Terminal 1,G4,Delayed
237149,1/18/2024,Emirates,LU757,ORD,CDG,1/18/2024 9:00,1/18/2024 9:10,56,1/18/2024 13:00,1/18/2024 13:15,148,323,Terminal 5,G17,Cancelled
892158,1/18/2024,United Airlines,DE952,ATL,DXB,1/18/2024 10:00,1/18/2024 10:10,47,1/18/2024 14:00,1/18/2024 14:15,158,97,Terminal 3,G45,On Time
704645,1/18/2024,United Airlines,EM746,ATL,SYD,1/18/2024 11:00,1/18/2024 11:10,27,1/18/2024 15:00,1/18/2024 15:15,89,149,Terminal 3,G47,On Time
329148,1/18/2024,United Airlines,EM445,JFK,DXB,1/18/2024 12:00,1/18/2024 12:10,115,1/18/2024 16:00,1/18/2024 16:15,150,197,Terminal 3,G35,Cancelled
683838,1/18/2024,Emirates,AM127,ORD,DXB,1/18/2024 13:00,1/18/2024 13:10,44,1/18/2024 17:00,1/18/2024 17:15,30,112,Terminal 4,G23,On Time
957720,1/18/2024,United Airlines,DE172,LAX,DXB,1/18/2024 14:00,1/18/2024 14:10,106,1/18/2024 18:00,1/18/2024 18:15,56,169,Terminal 2,G48,Delayed
445657,1/18/2024,Lufthansa,LU300,ORD,DXB,1/18/2024 15:00,1/18/2024 15:10,28,1/18/2024 19:00,1/18/2024 19:15,11,220,Terminal 1,G34,On Time
362713,1/18/2024,Lufthansa,DE894,DFW,HND,1/18/2024 16:00,1/18/2024 16:10,83,1/18/2024 20:00,1/18/2024 20:15,56,62,Terminal 3,G37,Cancelled
836568,1/18/2024,Delta,EM206,DFW,HND,1/18/2024 17:00,1/18/2024 17:10,57,1/18/2024 21:00,1/18/2024 21:15,137,146,Terminal 5,G27,Delayed
769639,1/18/2024,American Airlines,AM582,ATL,CDG,1/18/2024 18:00,1/18/2024 18:10,3,1/18/2024 22:00,1/18/2024 22:15,10,153,Terminal 2,G21,Delayed
143521,1/18/2024,Delta,AM459,JFK,SYD,1/18/2024 19:00,1/18/2024 19:10,89,1/18/2024 23:00,1/18/2024 23:15,56,195,Terminal 4,G17,Cancelled
758457,1/18/2024,Lufthansa,UN279,ORD,CDG,1/18/2024 20:00,1/18/2024 20:10,35,1/19/2024 0:00,1/19/2024 0:15,62,255,Terminal 4,G40,On Time
791042,1/18/2024,Delta,DE753,ORD,LHR,1/18/2024 21:00,1/18/2024 21:10,56,1/19/2024 1:00,1/19/2024 1:15,-2,56,Terminal 2,G36,Cancelled
415142,1/18/2024,Emirates,AM688,ORD,HND,1/18/2024 22:00,1/18/2024 22:10,91,1/19/2024 2:00,1/19/2024 2:15,56,292,Terminal 2,G5,Delayed
856965,1/18/2024,Lufthansa,UN465,ATL,LHR,1/18/2024 23:00,1/18/2024 23:10,80,1/19/2024 3:00,1/19/2024 3:15,52,209,Terminal 3,G36,Delayed
408889,1/18/2024,United Airlines,LU558,ATL,DXB,1/19/2024 0:00,1/19/2024 0:10,33,1/19/2024 4:00,1/19/2024 4:15,56,353,Terminal 4,G18,On Time
756415,1/18/2024,American Airlines,AM364,DFW,CDG,1/19/2024 1:00,1/19/2024 1:10,105,1/19/2024 5:00,1/19/2024 5:15,56,262,Terminal 4,G18,Delayed
453106,1/18/2024,Emirates,DE475,DFW,HND,1/19/2024 2:00,1/19/2024 2:10,56,1/19/2024 6:00,1/19/2024 6:15,96,374,Terminal 4,G1,Cancelled
118625,1/18/2024,United Airlines,EM450,DFW,DXB,1/19/2024 3:00,1/19/2024 3:10,24,1/19/2024 7:00,1/19/2024 7:15,32,308,Terminal 1,G39,Delayed
822907,1/18/2024,American Airlines,AM434,JFK,LHR,1/19/2024 4:00,1/19/2024 4:10,27,1/19/2024 8:00,1/19/2024 8:15,100,275,Terminal 2,G16,On Time
343859,1/18/2024,American Airlines,DE610,DFW,HND,1/19/2024 5:00,1/19/2024 5:10,5,1/19/2024 9:00,1/19/2024 9:15,136,216,Terminal 5,G35,Delayed
702156,1/19/2024,Delta,LU395,ORD,DXB,1/19/2024 6:00,1/19/2024 6:10,66,1/19/2024 10:00,1/19/2024 10:15,56,278,Terminal 2,G28,Cancelled
677277,1/19/2024,Delta,UN463,ORD,CDG,1/19/2024 7:00,1/19/2024 7:10,4,1/19/2024 11:00,1/19/2024 11:15,39,204,Terminal 5,G23,Cancelled
518803,1/19/2024,Emirates,LU428,DFW,LHR,1/19/2024 8:00,1/19/2024 8:10,71,1/19/2024 12:00,1/19/2024 12:15,45,380,Terminal 1,G20,Cancelled
303044,1/19/2024,American Airlines,AM765,ORD,DXB,1/19/2024 9:00,1/19/2024 9:10,56,1/19/2024 13:00,1/19/2024 13:15,95,201,Terminal 4,G30,Delayed
652605,1/19/2024,Emirates,LU415,ORD,LHR,1/19/2024 10:00,1/19/2024 10:10,84,1/19/2024 14:00,1/19/2024 14:15,101,269,Terminal 1,G5,Delayed
308129,1/19/2024,Emirates,AM877,JFK,LHR,1/19/2024 11:00,1/19/2024 11:10,116,1/19/2024 15:00,1/19/2024 15:15,172,211,Terminal 1,G40,Cancelled
882765,1/19/2024,Emirates,EM321,LAX,SYD,1/19/2024 12:00,1/19/2024 12:10,28,1/19/2024 16:00,1/19/2024 16:15,17,205,Terminal 1,G50,On Time
366087,1/19/2024,Lufthansa,LU415,LAX,LHR,1/19/2024 13:00,1/19/2024 13:10,73,1/19/2024 17:00,1/19/2024 17:15,15,179,Terminal 2,G12,Cancelled
495324,1/19/2024,American Airlines,AM617,LAX,SYD,1/19/2024 14:00,1/19/2024 14:10,57,1/19/2024 18:00,1/19/2024 18:15,112,325,Terminal 3,G32,Delayed
509000,1/19/2024,Lufthansa,AM900,ORD,CDG,1/19/2024 15:00,1/19/2024 15:10,11,1/19/2024 19:00,1/19/2024 19:15,147,122,Terminal 3,G42,On Time
731948,1/19/2024,Lufthansa,AM124,ATL,CDG,1/19/2024 16:00,1/19/2024 16:10,51,1/19/2024 20:00,1/19/2024 20:15,116,108,Terminal 5,G4,Delayed
892189,1/19/2024,United Airlines,AM230,ATL,HND,1/19/2024 17:00,1/19/2024 17:10,41,1/19/2024 21:00,1/19/2024 21:15,65,313,Terminal 5,G44,Cancelled
123764,1/19/2024,United Airlines,DE381,DFW,LHR,1/19/2024 18:00,1/19/2024 18:10,14,1/19/2024 22:00,1/19/2024 22:15,56,300,Terminal 4,G24,On Time
648588,1/19/2024,United Airlines,DE103,DFW,DXB,1/19/2024 19:00,1/19/2024 19:10,56,1/19/2024 23:00,1/19/2024 23:15,42,161,Terminal 3,G17,Delayed
225623,1/19/2024,American Airlines,LU399,ATL,CDG,1/19/2024 20:00,1/19/2024 20:10,56,1/20/2024 0:00,1/20/2024 0:15,69,364,Terminal 1,G33,On Time
